Index,Notes (radial),Notes (scalar),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
1202002,Dn C# Bb E# Fb Gb A#,C# Dn E# Fb Gb A# Bb,21A546A,012458,6-15,"(1, 2, 0, 2, 0, 0, 2)",3,2,3,4,2,1
1202010,Dn C# Bb E# Fb Gn Ab,C# Dn E# Fb Gn Ab Bb,21A5478,0134679,7-31,"(1, 2, 0, 2, 0, 1, 0)",3,3,6,3,3,3
1202011,Dn C# Bb E# Fb Gn An,C# Dn E# Fb Gn An Bb,21A5479,0134689,7-32,"(1, 2, 0, 2, 0, 1, 1)",3,3,5,4,4,2
1202012,Dn C# Bb E# Fb Gn A#,C# Dn E# Fb Gn A# Bb,21A547A,013469,6-27,"(1, 2, 0, 2, 0, 1, 2)",2,2,5,2,2,2
1202020,Dn C# Bb E# Fb G# Ab,C# Dn E# Fb G# Ab Bb,21A5488,013479,6-49,"(1, 2, 0, 2, 0, 2, 0)",2,2,4,3,2,2
1202021,Dn C# Bb E# Fb G# An,C# Dn E# Fb G# An Bb,21A5489,0125689,7-22,"(1, 2, 0, 2, 0, 2, 1)",4,2,4,5,4,2
1202022,Dn C# Bb E# Fb G# A#,C# Dn E# Fb G# A# Bb,21A548A,013479,6-49,"(1, 2, 0, 2, 0, 2, 2)",2,2,4,3,2,2
1202100,Dn C# Bb E# Fn Gb Ab,C# Dn E# Fn Gb Ab Bb,21A5568,013589,6-31,"(1, 2, 0, 2, 1, 0, 0)",2,2,3,4,3,1
1202101,Dn C# Bb E# Fn Gb An,C# Dn E# Fn Gb An Bb,21A5569,014589,6-20,"(1, 2, 0, 2, 1, 0, 1)",3,0,3,6,3,0
1202102,Dn C# Bb E# Fn Gb A#,C# Dn E# Fn Gb A# Bb,21A556A,01458,5-21,"(1, 2, 0, 2, 1, 0, 2)",2,0,2,4,2,0
1202110,Dn C# Bb E# Fn Gn Ab,C# Dn E# Fn Gn Ab Bb,21A5578,014679,6-50,"(1, 2, 0, 2, 1, 1, 0)",2,2,4,2,3,2
1202111,Dn C# Bb E# Fn Gn An,C# Dn E# Fn Gn An Bb,21A5579,013589,6-31,"(1, 2, 0, 2, 1, 1, 1)",2,2,3,4,3,1
1202112,Dn C# Bb E# Fn Gn A#,C# Dn E# Fn Gn A# Bb,21A557A,01469,5-32,"(1, 2, 0, 2, 1, 1, 2)",1,1,3,2,2,1
1202120,Dn C# Bb E# Fn G# Ab,C# Dn E# Fn G# Ab Bb,21A5588,01469,5-32,"(1, 2, 0, 2, 1, 2, 0)",1,1,3,2,2,1
1202121,Dn C# Bb E# Fn G# An,C# Dn E# Fn G# An Bb,21A5589,012569,6-44,"(1, 2, 0, 2, 1, 2, 1)",3,1,3,4,3,1
1202122,Dn C# Bb E# Fn G# A#,C# Dn E# Fn G# A# Bb,21A558A,01469,5-32,"(1, 2, 0, 2, 1, 2, 2)",1,1,3,2,2,1
1202200,Dn C# Bb E# F# Gb Ab,C# Dn E# F# Gb Ab Bb,21A5668,013589,6-31,"(1, 2, 0, 2, 2, 0, 0)",2,2,3,4,3,1
1202201,Dn C# Bb E# F# Gb An,C# Dn E# F# Gb An Bb,21A5669,014589,6-20,"(1, 2, 0, 2, 2, 0, 1)",3,0,3,6,3,0
1202202,Dn C# Bb E# F# Gb A#,C# Dn E# F# Gb A# Bb,21A566A,01458,5-21,"(1, 2, 0, 2, 2, 0, 2)",2,0,2,4,2,0
1202210,Dn C# Bb E# F# Gn Ab,C# Dn E# F# Gn Ab Bb,21A5678,0123589,7-18,"(1, 2, 0, 2, 2, 1, 0)",4,3,4,4,4,2
1202211,Dn C# Bb E# F# Gn An,C# Dn E# F# Gn An Bb,21A5679,0124589,7-21,"(1, 2, 0, 2, 2, 1, 1)",4,2,4,6,4,1
1202212,Dn C# Bb E# F# Gn A#,C# Dn E# F# Gn A# Bb,21A567A,012569,6-44,"(1, 2, 0, 2, 2, 1, 2)",3,1,3,4,3,1
1202220,Dn C# Bb E# F# G# Ab,C# Dn E# F# G# Ab Bb,21A5688,013589,6-31,"(1, 2, 0, 2, 2, 2, 0)",2,2,3,4,3,1
1202221,Dn C# Bb E# F# G# An,C# Dn E# F# G# An Bb,21A5689,0124589,7-21,"(1, 2, 0, 2, 2, 2, 1)",4,2,4,6,4,1
1202222,Dn C# Bb E# F# G# A#,C# Dn E# F# G# A# Bb,21A568A,013589,6-31,"(1, 2, 0, 2, 2, 2, 2)",2,2,3,4,3,1
1210000,Dn C# Bn Eb Fb Gb Ab,C# Dn Eb Fb Gb Ab Bn,21B3468,0234579,7-23,"(1, 2, 1, 0, 0, 0, 0)",3,5,4,3,5,1
1210001,Dn C# Bn Eb Fb Gb An,C# Dn Eb Fb Gb An Bn,21B3469,0234579,7-23,"(1, 2, 1, 0, 0, 0, 1)",3,5,4,3,5,1
1210002,Dn C# Bn Eb Fb Gb A#,C# Dn Eb Fb Gb A# Bn,21B346A,0134568,7-11,"(1, 2, 1, 0, 0, 0, 2)",4,4,4,4,4,1
1210010,Dn C# Bn Eb Fb Gn Ab,C# Dn Eb Fb Gn Ab Bn,21B3478,0123589,7-18,"(1, 2, 1, 0, 0, 1, 0)",4,3,4,4,4,2
1210011,Dn C# Bn Eb Fb Gn An,C# Dn Eb Fb Gn An Bn,21B3479,0123579,7-24,"(1, 2, 1, 0, 0, 1, 1)",3,5,3,4,4,2
1210012,Dn C# Bn Eb Fb Gn A#,C# Dn Eb Fb Gn A# Bn,21B347A,0123569,7-16,"(1, 2, 1, 0, 0, 1, 2)",4,3,5,4,3,2
1210020,Dn C# Bn Eb Fb G# Ab,C# Dn Eb Fb G# Ab Bn,21B3488,012358,6-40,"(1, 2, 1, 0, 0, 2, 0)",3,3,3,2,3,1
1210021,Dn C# Bn Eb Fb G# An,C# Dn Eb Fb G# An Bn,21B3489,0123578,7-14,"(1, 2, 1, 0, 0, 2, 1)",4,4,3,3,5,2
1210022,Dn C# Bn Eb Fb G# A#,C# Dn Eb Fb G# A# Bn,21B348A,0123568,7-36,"(1, 2, 1, 0, 0, 2, 2)",4,4,4,3,4,2
1210100,Dn C# Bn Eb Fn Gb Ab,C# Dn Eb Fn Gb Ab Bn,21B3568,0234679,7-25,"(1, 2, 1, 0, 1, 0, 0)",3,4,5,3,4,2
1210101,Dn C# Bn Eb Fn Gb An,C# Dn Eb Fn Gb An Bn,21B3569,0134579,7-26,"(1, 2, 1, 0, 1, 0, 1)",3,4,4,5,3,2
1210102,Dn C# Bn Eb Fn Gb A#,C# Dn Eb Fn Gb A# Bn,21B356A,0134578,7-37,"(1, 2, 1, 0, 1, 0, 2)",4,3,4,5,4,1
1210110,Dn C# Bn Eb Fn Gn Ab,C# Dn Eb Fn Gn Ab Bn,21B3578,0135679,7-28,"(1, 2, 1, 0, 1, 1, 0)",3,4,4,4,3,3
1210111,Dn C# Bn Eb Fn Gn An,C# Dn Eb Fn Gn An Bn,21B3579,012468A,7-33,"(1, 2, 1, 0, 1, 1, 1)",2,6,2,6,2,3
1210112,Dn C# Bn Eb Fn Gn A#,C# Dn Eb Fn Gn A# Bn,21B357A,0134579,7-26,"(1, 2, 1, 0, 1, 1, 2)",3,4,4,5,3,2
1210120,Dn C# Bn Eb Fn G# Ab,C# Dn Eb Fn G# Ab Bn,21B3588,023469,6-45,"(1, 2, 1, 0, 1, 2, 0)",2,3,4,2,2,2
1210121,Dn C# Bn Eb Fn G# An,C# Dn Eb Fn G# An Bn,21B3589,0135679,7-28,"(1, 2, 1, 0, 1, 2, 1)",3,4,4,4,3,3
1210122,Dn C# Bn Eb Fn G# A#,C# Dn Eb Fn G# A# Bn,21B358A,0234679,7-25,"(1, 2, 1, 0, 1, 2, 2)",3,4,5,3,4,2
1210200,Dn C# Bn Eb F# Gb Ab,C# Dn Eb F# Gb Ab Bn,21B3668,012479,6-47,"(1, 2, 1, 0, 2, 0, 0)",2,3,3,2,4,1
1210201,Dn C# Bn Eb F# Gb An,C# Dn Eb F# Gb An Bn,21B3669,012469,6-46,"(1, 2, 1, 0, 2, 0, 1)",2,3,3,3,3,1
1210202,Dn C# Bn Eb F# Gb A#,C# Dn Eb F# Gb A# Bn,21B366A,013458,6-14,"(1, 2, 1, 0, 2, 0, 2)",3,2,3,4,3,0
1210210,Dn C# Bn Eb F# Gn Ab,C# Dn Eb F# Gn Ab Bn,21B3678,0124789,7-20,"(1, 2, 1, 0, 2, 1, 0)",4,3,3,4,5,2
1210211,Dn C# Bn Eb F# Gn An,C# Dn Eb F# Gn An Bn,21B3679,0124689,7-30,"(1, 2, 1, 0, 2, 1, 1)",3,4,3,5,4,2
1210212,Dn C# Bn Eb F# Gn A#,C# Dn Eb F# Gn A# Bn,21B367A,0124589,7-21,"(1, 2, 1, 0, 2, 1, 2)",4,2,4,6,4,1
1210220,Dn C# Bn Eb F# G# Ab,C# Dn Eb F# G# Ab Bn,21B3688,012479,6-47,"(1, 2, 1, 0, 2, 2, 0)",2,3,3,2,4,1
1210221,Dn C# Bn Eb F# G# An,C# Dn Eb F# G# An Bn,21B3689,0124679,7-29,"(1, 2, 1, 0, 2, 2, 1)",3,4,4,3,5,2
1210222,Dn C# Bn Eb F# G# A#,C# Dn Eb F# G# A# Bn,21B368A,0124579,7-27,"(1, 2, 1, 0, 2, 2, 2)",3,4,4,4,5,1
1211000,Dn C# Bn En Fb Gb Ab,C# Dn En Fb Gb Ab Bn,21B4468,023579,6-33,"(1, 2, 1, 1, 0, 0, 0)",1,4,3,2,4,1
1211001,Dn C# Bn En Fb Gb An,C# Dn En Fb Gb An Bn,21B4469,024579,6-32,"(1, 2, 1, 1, 0, 0, 1)",1,4,3,2,5,0
1211002,Dn C# Bn En Fb Gb A#,C# Dn En Fb Gb A# Bn,21B446A,013468,6-24,"(1, 2, 1, 1, 0, 0, 2)",2,3,3,3,3,1
1211010,Dn C# Bn En Fb Gn Ab,C# Dn En Fb Gn Ab Bn,21B4478,014679,6-50,"(1, 2, 1, 1, 0, 1, 0)",2,2,4,2,3,2
1211011,Dn C# Bn En Fb Gn An,C# Dn En Fb Gn An Bn,21B4479,023579,6-33,"(1, 2, 1, 1, 0, 1, 1)",1,4,3,2,4,1
1211012,Dn C# Bn En Fb Gn A#,C# Dn En Fb Gn A# Bn,21B447A,013469,6-27,"(1, 2, 1, 1, 0, 1, 2)",2,2,5,2,2,2
1211020,Dn C# Bn En Fb G# Ab,C# Dn En Fb G# Ab Bn,21B4488,02358,5-25,"(1, 2, 1, 1, 0, 2, 0)",1,2,3,1,2,1
1211021,Dn C# Bn En Fb G# An,C# Dn En Fb G# An Bn,21B4489,013568,6-25,"(1, 2, 1, 1, 0, 2, 1)",2,3,3,2,4,1
1211022,Dn C# Bn En Fb G# A#,C# Dn En Fb G# A# Bn,21B448A,023568,6-23,"(1, 2, 1, 1, 0, 2, 2)",2,3,4,2,2,2
1211100,Dn C# Bn En Fn Gb Ab,C# Dn En Fn Gb Ab Bn,21B4568,0234679,7-25,"(1, 2, 1, 1, 1, 0, 0)",3,4,5,3,4,2
1211101,Dn C# Bn En Fn Gb An,C# Dn En Fn Gb An Bn,21B4569,0124579,7-27,"(1, 2, 1, 1, 1, 0, 1)",3,4,4,4,5,1
1211102,Dn C# Bn En Fn Gb A#,C# Dn En Fn Gb A# Bn,21B456A,0124578,7-38,"(1, 2, 1, 1, 1, 0, 2)",4,3,4,4,4,2
1211110,Dn C# Bn En Fn Gn Ab,C# Dn En Fn Gn Ab Bn,21B4578,0134679,7-31,"(1, 2, 1, 1, 1, 1, 0)",3,3,6,3,3,3
1211111,Dn C# Bn En Fn Gn An,C# Dn En Fn Gn An Bn,21B4579,013468A,7-34,"(1, 2, 1, 1, 1, 1, 1)",2,5,4,4,4,2
1211112,Dn C# Bn En Fn Gn A#,C# Dn En Fn Gn A# Bn,21B457A,0134679,7-31,"(1, 2, 1, 1, 1, 1, 2)",3,3,6,3,3,3
1211120,Dn C# Bn En Fn G# Ab,C# Dn En Fn G# Ab Bn,21B4588,013469,6-27,"(1, 2, 1, 1, 1, 2, 0)",2,2,5,2,2,2
1211121,Dn C# Bn En Fn G# An,C# Dn En Fn G# An Bn,21B4589,0134689,7-32,"(1, 2, 1, 1, 1, 2, 1)",3,3,5,4,4,2
1211122,Dn C# Bn En Fn G# A#,C# Dn En Fn G# A# Bn,21B458A,0134679,7-31,"(1, 2, 1, 1, 1, 2, 2)",3,3,6,3,3,3
1211200,Dn C# Bn En F# Gb Ab,C# Dn En F# Gb Ab Bn,21B4668,023579,6-33,"(1, 2, 1, 1, 2, 0, 0)",1,4,3,2,4,1
1211201,Dn C# Bn En F# Gb An,C# Dn En F# Gb An Bn,21B4669,024579,6-32,"(1, 2, 1, 1, 2, 0, 1)",1,4,3,2,5,0
1211202,Dn C# Bn En F# Gb A#,C# Dn En F# Gb A# Bn,21B466A,013468,6-24,"(1, 2, 1, 1, 2, 0, 2)",2,3,3,3,3,1
1211210,Dn C# Bn En F# Gn Ab,C# Dn En F# Gn Ab Bn,21B4678,0124679,7-29,"(1, 2, 1, 1, 2, 1, 0)",3,4,4,3,5,2
1211211,Dn C# Bn En F# Gn An,C# Dn En F# Gn An Bn,21B4679,013568A,7-35,"(1, 2, 1, 1, 2, 1, 1)",2,5,4,3,6,1
1211212,Dn C# Bn En F# Gn A#,C# Dn En F# Gn A# Bn,21B467A,0134689,7-32,"(1, 2, 1, 1, 2, 1, 2)",3,3,5,4,4,2
1211220,Dn C# Bn En F# G# Ab,C# Dn En F# G# Ab Bn,21B4688,023579,6-33,"(1, 2, 1, 1, 2, 2, 0)",1,4,3,2,4,1
1211221,Dn C# Bn En F# G# An,C# Dn En F# G# An Bn,21B4689,013568A,7-35,"(1, 2, 1, 1, 2, 2, 1)",2,5,4,3,6,1
1211222,Dn C# Bn En F# G# A#,C# Dn En F# G# A# Bn,21B468A,013468A,7-34,"(1, 2, 1, 1, 2, 2, 2)",2,5,4,4,4,2
1212000,Dn C# Bn E# Fb Gb Ab,C# Dn E# Fb Gb Ab Bn,21B5468,0234679,7-25,"(1, 2, 1, 2, 0, 0, 0)",3,4,5,3,4,2
1212001,Dn C# Bn E# Fb Gb An,C# Dn E# Fb Gb An Bn,21B5469,0124579,7-27,"(1, 2, 1, 2, 0, 0, 1)",3,4,4,4,5,1
1212002,Dn C# Bn E# Fb Gb A#,C# Dn E# Fb Gb A# Bn,21B546A,0124578,7-38,"(1, 2, 1, 2, 0, 0, 2)",4,3,4,4,4,2
1212010,Dn C# Bn E# Fb Gn Ab,C# Dn E# Fb Gn Ab Bn,21B5478,0134679,7-31,"(1, 2, 1, 2, 0, 1, 0)",3,3,6,3,3,3
1212011,Dn C# Bn E# Fb Gn An,C# Dn E# Fb Gn An Bn,21B5479,013468A,7-34,"(1, 2, 1, 2, 0, 1, 1)",2,5,4,4,4,2
1212012,Dn C# Bn E# Fb Gn A#,C# Dn E# Fb Gn A# Bn,21B547A,0134679,7-31,"(1, 2, 1, 2, 0, 1, 2)",3,3,6,3,3,3
1212020,Dn C# Bn E# Fb G# Ab,C# Dn E# Fb G# Ab Bn,21B5488,013469,6-27,"(1, 2, 1, 2, 0, 2, 0)",2,2,5,2,2,2
1212021,Dn C# Bn E# Fb G# An,C# Dn E# Fb G# An Bn,21B5489,0134689,7-32,"(1, 2, 1, 2, 0, 2, 1)",3,3,5,4,4,2
1212022,Dn C# Bn E# Fb G# A#,C# Dn E# Fb G# A# Bn,21B548A,0134679,7-31,"(1, 2, 1, 2, 0, 2, 2)",3,3,6,3,3,3
1212100,Dn C# Bn E# Fn Gb Ab,C# Dn E# Fn Gb Ab Bn,21B5568,013689,6-29,"(1, 2, 1, 2, 1, 0, 0)",2,2,4,2,3,2
1212101,Dn C# Bn E# Fn Gb An,C# Dn E# Fn Gb An Bn,21B5569,013589,6-31,"(1, 2, 1, 2, 1, 0, 1)",2,2,3,4,3,1
1212102,Dn C# Bn E# Fn Gb A#,C# Dn E# Fn Gb A# Bn,21B556A,013478,6-19,"(1, 2, 1, 2, 1, 0, 2)",3,1,3,4,3,1
1212110,Dn C# Bn E# Fn Gn Ab,C# Dn E# Fn Gn Ab Bn,21B5578,013679,6-30,"(1, 2, 1, 2, 1, 1, 0)",2,2,4,2,2,3
1212111,Dn C# Bn E# Fn Gn An,C# Dn E# Fn Gn An Bn,21B5579,013579,6-34,"(1, 2, 1, 2, 1, 1, 1)",1,4,2,4,2,2
1212112,Dn C# Bn E# Fn Gn A#,C# Dn E# Fn Gn A# Bn,21B557A,013479,6-49,"(1, 2, 1, 2, 1, 1, 2)",2,2,4,3,2,2
1212120,Dn C# Bn E# Fn G# Ab,C# Dn E# Fn G# Ab Bn,21B5588,01369,5-31,"(1, 2, 1, 2, 1, 2, 0)",1,1,4,1,1,2
1212121,Dn C# Bn E# Fn G# An,C# Dn E# Fn G# An Bn,21B5589,013569,6-28,"(1, 2, 1, 2, 1, 2, 1)",2,2,4,3,2,2
1212122,Dn C# Bn E# Fn G# A#,C# Dn E# Fn G# A# Bn,21B558A,013469,6-27,"(1, 2, 1, 2, 1, 2, 2)",2,2,5,2,2,2
1212200,Dn C# Bn E# F# Gb Ab,C# Dn E# F# Gb Ab Bn,21B5668,013689,6-29,"(1, 2, 1, 2, 2, 0, 0)",2,2,4,2,3,2
1212201,Dn C# Bn E# F# Gb An,C# Dn E# F# Gb An Bn,21B5669,013589,6-31,"(1, 2, 1, 2, 2, 0, 1)",2,2,3,4,3,1
1212202,Dn C# Bn E# F# Gb A#,C# Dn E# F# Gb A# Bn,21B566A,013478,6-19,"(1, 2, 1, 2, 2, 0, 2)",3,1,3,4,3,1
1212210,Dn C# Bn E# F# Gn Ab,C# Dn E# F# Gn Ab Bn,21B5678,0123679,7-19,"(1, 2, 1, 2, 2, 1, 0)",4,3,4,3,4,3
1212211,Dn C# Bn E# F# Gn An,C# Dn E# F# Gn An Bn,21B5679,0124689,7-30,"(1, 2, 1, 2, 2, 1, 1)",3,4,3,5,4,2
1212212,Dn C# Bn E# F# Gn A#,C# Dn E# F# Gn A# Bn,21B567A,0125689,7-22,"(1, 2, 1, 2, 2, 1, 2)",4,2,4,5,4,2
1212220,Dn C# Bn E# F# G# Ab,C# Dn E# F# G# Ab Bn,21B5688,013689,6-29,"(1, 2, 1, 2, 2, 2, 0)",2,2,4,2,3,2
1212221,Dn C# Bn E# F# G# An,C# Dn E# F# G# An Bn,21B5689,0134689,7-32,"(1, 2, 1, 2, 2, 2, 1)",3,3,5,4,4,2
1212222,Dn C# Bn E# F# G# A#,C# Dn E# F# G# A# Bn,21B568A,0134689,7-32,"(1, 2, 1, 2, 2, 2, 2)",3,3,5,4,4,2
1220000,Dn C# B# Eb Fb Gb Ab,C# Dn Eb Fb Gb Ab B#,2103468,0123468,7-9,"(1, 2, 2, 0, 0, 0, 0)",4,5,3,4,3,2
1220001,Dn C# B# Eb Fb Gb An,C# Dn Eb Fb Gb An B#,2103469,0123469,7-10,"(1, 2, 2, 0, 0, 0, 1)",4,4,5,3,3,2
1220002,Dn C# B# Eb Fb Gb A#,C# Dn Eb Fb Gb A# B#,210346A,0234568,7-8,"(1, 2, 2, 0, 0, 0, 2)",4,5,4,4,2,2
1220010,Dn C# B# Eb Fb Gn Ab,C# Dn Eb Fb Gn Ab B#,2103478,0123478,7-6,"(1, 2, 2, 0, 0, 1, 0)",5,3,3,4,4,2
1220011,Dn C# B# Eb Fb Gn An,C# Dn Eb Fb Gn An B#,2103479,0123479,7-12,"(1, 2, 2, 0, 0, 1, 1)",4,4,4,3,4,2
1220012,Dn C# B# Eb Fb Gn A#,C# Dn Eb Fb Gn A# B#,210347A,0123469,7-10,"(1, 2, 2, 0, 0, 1, 2)",4,4,5,3,3,2
1220020,Dn C# B# Eb Fb G# Ab,C# Dn Eb Fb G# Ab B#,2103488,012348,6-37,"(1, 2, 2, 0, 0, 2, 0)",4,3,2,3,2,1
1220021,Dn C# B# Eb Fb G# An,C# Dn Eb Fb G# An B#,2103489,0123478,7-6,"(1, 2, 2, 0, 0, 2, 1)",5,3,3,4,4,2
1220022,Dn C# B# Eb Fb G# A#,C# Dn Eb Fb G# A# B#,210348A,0123468,7-9,"(1, 2, 2, 0, 0, 2, 2)",4,5,3,4,3,2
1220100,Dn C# B# Eb Fn Gb Ab,C# Dn Eb Fn Gb Ab B#,2103568,0123568,7-36,"(1, 2, 2, 0, 1, 0, 0)",4,4,4,3,4,2
1220101,Dn C# B# Eb Fn Gb An,C# Dn Eb Fn Gb An B#,2103569,0123569,7-16,"(1, 2, 2, 0, 1, 0, 1)",4,3,5,4,3,2
1220102,Dn C# B# Eb Fn Gb A#,C# Dn Eb Fn Gb A# B#,210356A,0134568,7-11,"(1, 2, 2, 0, 1, 0, 2)",4,4,4,4,4,1
1220110,Dn C# B# Eb Fn Gn Ab,C# Dn Eb Fn Gn Ab B#,2103578,0123578,7-14,"(1, 2, 2, 0, 1, 1, 0)",4,4,3,3,5,2
1220111,Dn C# B# Eb Fn Gn An,C# Dn Eb Fn Gn An B#,2103579,0123579,7-24,"(1, 2, 2, 0, 1, 1, 1)",3,5,3,4,4,2
1220112,Dn C# B# Eb Fn Gn A#,C# Dn Eb Fn Gn A# B#,210357A,0234579,7-23,"(1, 2, 2, 0, 1, 1, 2)",3,5,4,3,5,1
1220120,Dn C# B# Eb Fn G# Ab,C# Dn Eb Fn G# Ab B#,2103588,012358,6-40,"(1, 2, 2, 0, 1, 2, 0)",3,3,3,2,3,1
1220121,Dn C# B# Eb Fn G# An,C# Dn Eb Fn G# An B#,2103589,0123589,7-18,"(1, 2, 2, 0, 1, 2, 1)",4,3,4,4,4,2
1220122,Dn C# B# Eb Fn G# A#,C# Dn Eb Fn G# A# B#,210358A,0234579,7-23,"(1, 2, 2, 0, 1, 2, 2)",3,5,4,3,5,1
1220200,Dn C# B# Eb F# Gb Ab,C# Dn Eb F# Gb Ab B#,2103668,012368,6-41,"(1, 2, 2, 0, 2, 0, 0)",3,3,2,2,3,2
1220201,Dn C# B# Eb F# Gb An,C# Dn Eb F# Gb An B#,2103669,012369,6-42,"(1, 2, 2, 0, 2, 0, 1)",3,2,4,2,2,2
1220202,Dn C# B# Eb F# Gb A#,C# Dn Eb F# Gb A# B#,210366A,023458,6-39,"(1, 2, 2, 0, 2, 0, 2)",3,3,3,3,2,1
1220210,Dn C# B# Eb F# Gn Ab,C# Dn Eb F# Gn Ab B#,2103678,0123678,7-7,"(1, 2, 2, 0, 2, 1, 0)",5,3,2,3,5,3
1220211,Dn C# B# Eb F# Gn An,C# Dn Eb F# Gn An B#,2103679,0123679,7-19,"(1, 2, 2, 0, 2, 1, 1)",4,3,4,3,4,3
1220212,Dn C# B# Eb F# Gn A#,C# Dn Eb F# Gn A# B#,210367A,0123589,7-18,"(1, 2, 2, 0, 2, 1, 2)",4,3,4,4,4,2
1220220,Dn C# B# Eb F# G# Ab,C# Dn Eb F# G# Ab B#,2103688,012368,6-41,"(1, 2, 2, 0, 2, 2, 0)",3,3,2,2,3,2
1220221,Dn C# B# Eb F# G# An,C# Dn Eb F# G# An B#,2103689,0123679,7-19,"(1, 2, 2, 0, 2, 2, 1)",4,3,4,3,4,3
1220222,Dn C# B# Eb F# G# A#,C# Dn Eb F# G# A# B#,210368A,0123579,7-24,"(1, 2, 2, 0, 2, 2, 2)",3,5,3,4,4,2
1221000,Dn C# B# En Fb Gb Ab,C# Dn En Fb Gb Ab B#,2104468,012468,6-22,"(1, 2, 2, 1, 0, 0, 0)",2,4,1,4,2,2
1221001,Dn C# B# En Fb Gb An,C# Dn En Fb Gb An B#,2104469,012469,6-46,"(1, 2, 2, 1, 0, 0, 1)",2,3,3,3,3,1
1221002,Dn C# B# En Fb Gb A#,C# Dn En Fb Gb A# B#,210446A,023468,6-21,"(1, 2, 2, 1, 0, 0, 2)",2,4,2,4,1,2
1221010,Dn C# B# En Fb Gn Ab,C# Dn En Fb Gn Ab B#,2104478,012478,6-17,"(1, 2, 2, 1, 0, 1, 0)",3,2,2,3,3,2
1221011,Dn C# B# En Fb Gn An,C# Dn En Fb Gn An B#,2104479,012479,6-47,"(1, 2, 2, 1, 0, 1, 1)",2,3,3,2,4,1
1221012,Dn C# B# En Fb Gn A#,C# Dn En Fb Gn A# B#,210447A,023469,6-45,"(1, 2, 2, 1, 0, 1, 2)",2,3,4,2,2,2
1221020,Dn C# B# En Fb G# Ab,C# Dn En Fb G# Ab B#,2104488,01248,5-13,"(1, 2, 2, 1, 0, 2, 0)",2,2,1,3,1,1
1221021,Dn C# B# En Fb G# An,C# Dn En Fb G# An B#,2104489,014568,6-16,"(1, 2, 2, 1, 0, 2, 1)",3,2,2,4,3,1
1221022,Dn C# B# En Fb G# A#,C# Dn En Fb G# A# B#,210448A,023468,6-21,"(1, 2, 2, 1, 0, 2, 2)",2,4,2,4,1,2
1221100,Dn C# B# En Fn Gb Ab,C# Dn En Fn Gb Ab B#,2104568,0124568,7-13,"(1, 2, 2, 1, 1, 0, 0)",4,4,3,5,3,2
1221101,Dn C# B# En Fn Gb An,C# Dn En Fn Gb An B#,2104569,0124569,7-17,"(1, 2, 2, 1, 1, 0, 1)",4,3,4,5,4,1
1221102,Dn C# B# En Fn Gb A#,C# Dn En Fn Gb A# B#,210456A,0124568,7-13,"(1, 2, 2, 1, 1, 0, 2)",4,4,3,5,3,2
1221110,Dn C# B# En Fn Gn Ab,C# Dn En Fn Gn Ab B#,2104578,0124578,7-38,"(1, 2, 2, 1, 1, 1, 0)",4,3,4,4,4,2
1221111,Dn C# B# En Fn Gn An,C# Dn En Fn Gn An B#,2104579,0124579,7-27,"(1, 2, 2, 1, 1, 1, 1)",3,4,4,4,5,1
1221112,Dn C# B# En Fn Gn A#,C# Dn En Fn Gn A# B#,210457A,0234679,7-25,"(1, 2, 2, 1, 1, 1, 2)",3,4,5,3,4,2
1221120,Dn C# B# En Fn G# Ab,C# Dn En Fn G# Ab B#,2104588,012458,6-15,"(1, 2, 2, 1, 1, 2, 0)",3,2,3,4,2,1
1221121,Dn C# B# En Fn G# An,C# Dn En Fn G# An B#,2104589,0124589,7-21,"(1, 2, 2, 1, 1, 2, 1)",4,2,4,6,4,1
1221122,Dn C# B# En Fn G# A#,C# Dn En Fn G# A# B#,210458A,0134579,7-26,"(1, 2, 2, 1, 1, 2, 2)",3,4,4,5,3,2
1221200,Dn C# B# En F# Gb Ab,C# Dn En F# Gb Ab B#,2104668,012468,6-22,"(1, 2, 2, 1, 2, 0, 0)",2,4,1,4,2,2
1221201,Dn C# B# En F# Gb An,C# Dn En F# Gb An B#,2104669,012469,6-46,"(1, 2, 2, 1, 2, 0, 1)",2,3,3,3,3,1
1221202,Dn C# B# En F# Gb A#,C# Dn En F# Gb A# B#,210466A,023468,6-21,"(1, 2, 2, 1, 2, 0, 2)",2,4,2,4,1,2
1221210,Dn C# B# En F# Gn Ab,C# Dn En F# Gn Ab B#,2104678,0124678,7-15,"(1, 2, 2, 1, 2, 1, 0)",4,4,2,4,4,3
1221211,Dn C# B# En F# Gn An,C# Dn En F# Gn An B#,2104679,0124679,7-29,"(1, 2, 2, 1, 2, 1, 1)",3,4,4,3,5,2
1221212,Dn C# B# En F# Gn A#,C# Dn En F# Gn A# B#,210467A,0135679,7-28,"(1, 2, 2, 1, 2, 1, 2)",3,4,4,4,3,3
1221220,Dn C# B# En F# G# Ab,C# Dn En F# G# Ab B#,2104688,012468,6-22,"(1, 2, 2, 1, 2, 2, 0)",2,4,1,4,2,2
1221221,Dn C# B# En F# G# An,C# Dn En F# G# An B#,2104689,0124689,7-30,"(1, 2, 2, 1, 2, 2, 1)",3,4,3,5,4,2
1221222,Dn C# B# En F# G# A#,C# Dn En F# G# A# B#,210468A,012468A,7-33,"(1, 2, 2, 1, 2, 2, 2)",2,6,2,6,2,3
