Index,Notes (radial),Notes (scalar),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
1112012,Dn Cn Bn E# Fb Gn A#,Cn Dn E# Fb Gn A# Bn,20B547A,0124679,7-29,"(1, 1, 1, 2, 0, 1, 2)",3,4,4,3,5,2
1112020,Dn Cn Bn E# Fb G# Ab,Cn Dn E# Fb G# Ab Bn,20B5488,013569,6-28,"(1, 1, 1, 2, 0, 2, 0)",2,2,4,3,2,2
1112021,Dn Cn Bn E# Fb G# An,Cn Dn E# Fb G# An Bn,20B5489,0134689,7-32,"(1, 1, 1, 2, 0, 2, 1)",3,3,5,4,4,2
1112022,Dn Cn Bn E# Fb G# A#,Cn Dn E# Fb G# A# Bn,20B548A,0135679,7-28,"(1, 1, 1, 2, 0, 2, 2)",3,4,4,4,3,3
1112100,Dn Cn Bn E# Fn Gb Ab,Cn Dn E# Fn Gb Ab Bn,20B5568,013679,6-30,"(1, 1, 1, 2, 1, 0, 0)",2,2,4,2,2,3
1112101,Dn Cn Bn E# Fn Gb An,Cn Dn E# Fn Gb An Bn,20B5569,014679,6-50,"(1, 1, 1, 2, 1, 0, 1)",2,2,4,2,3,2
1112102,Dn Cn Bn E# Fn Gb A#,Cn Dn E# Fn Gb A# Bn,20B556A,012478,6-17,"(1, 1, 1, 2, 1, 0, 2)",3,2,2,3,3,2
1112110,Dn Cn Bn E# Fn Gn Ab,Cn Dn E# Fn Gn Ab Bn,20B5578,013689,6-29,"(1, 1, 1, 2, 1, 1, 0)",2,2,4,2,3,2
1112111,Dn Cn Bn E# Fn Gn An,Cn Dn E# Fn Gn An Bn,20B5579,023579,6-33,"(1, 1, 1, 2, 1, 1, 1)",1,4,3,2,4,1
1112112,Dn Cn Bn E# Fn Gn A#,Cn Dn E# Fn Gn A# Bn,20B557A,012479,6-47,"(1, 1, 1, 2, 1, 1, 2)",2,3,3,2,4,1
1112120,Dn Cn Bn E# Fn G# Ab,Cn Dn E# Fn G# Ab Bn,20B5588,01369,5-31,"(1, 1, 1, 2, 1, 2, 0)",1,1,4,1,1,2
1112121,Dn Cn Bn E# Fn G# An,Cn Dn E# Fn G# An Bn,20B5589,013469,6-27,"(1, 1, 1, 2, 1, 2, 1)",2,2,5,2,2,2
1112122,Dn Cn Bn E# Fn G# A#,Cn Dn E# Fn G# A# Bn,20B558A,023469,6-45,"(1, 1, 1, 2, 1, 2, 2)",2,3,4,2,2,2
1112200,Dn Cn Bn E# F# Gb Ab,Cn Dn E# F# Gb Ab Bn,20B5668,013679,6-30,"(1, 1, 1, 2, 2, 0, 0)",2,2,4,2,2,3
1112201,Dn Cn Bn E# F# Gb An,Cn Dn E# F# Gb An Bn,20B5669,014679,6-50,"(1, 1, 1, 2, 2, 0, 1)",2,2,4,2,3,2
1112202,Dn Cn Bn E# F# Gb A#,Cn Dn E# F# Gb A# Bn,20B566A,012478,6-17,"(1, 1, 1, 2, 2, 0, 2)",3,2,2,3,3,2
1112210,Dn Cn Bn E# F# Gn Ab,Cn Dn E# F# Gn Ab Bn,20B5678,0123679,7-19,"(1, 1, 1, 2, 2, 1, 0)",4,3,4,3,4,3
1112211,Dn Cn Bn E# F# Gn An,Cn Dn E# F# Gn An Bn,20B5679,0124679,7-29,"(1, 1, 1, 2, 2, 1, 1)",3,4,4,3,5,2
1112212,Dn Cn Bn E# F# Gn A#,Cn Dn E# F# Gn A# Bn,20B567A,0124789,7-20,"(1, 1, 1, 2, 2, 1, 2)",4,3,3,4,5,2
1112220,Dn Cn Bn E# F# G# Ab,Cn Dn E# F# G# Ab Bn,20B5688,013679,6-30,"(1, 1, 1, 2, 2, 2, 0)",2,2,4,2,2,3
1112221,Dn Cn Bn E# F# G# An,Cn Dn E# F# G# An Bn,20B5689,0134679,7-31,"(1, 1, 1, 2, 2, 2, 1)",3,3,6,3,3,3
1112222,Dn Cn Bn E# F# G# A#,Cn Dn E# F# G# A# Bn,20B568A,0135679,7-28,"(1, 1, 1, 2, 2, 2, 2)",3,4,4,4,3,3
1120000,Dn Cn B# Eb Fb Gb Ab,Cn Dn Eb Fb Gb Ab B#,2003468,023468,6-21,"(1, 1, 2, 0, 0, 0, 0)",2,4,2,4,1,2
1120001,Dn Cn B# Eb Fb Gb An,Cn Dn Eb Fb Gb An B#,2003469,023469,6-45,"(1, 1, 2, 0, 0, 0, 1)",2,3,4,2,2,2
1120002,Dn Cn B# Eb Fb Gb A#,Cn Dn Eb Fb Gb A# B#,200346A,023468,6-21,"(1, 1, 2, 0, 0, 0, 2)",2,4,2,4,1,2
1120010,Dn Cn B# Eb Fb Gn Ab,Cn Dn Eb Fb Gn Ab B#,2003478,014568,6-16,"(1, 1, 2, 0, 0, 1, 0)",3,2,2,4,3,1
1120011,Dn Cn B# Eb Fb Gn An,Cn Dn Eb Fb Gn An B#,2003479,012479,6-47,"(1, 1, 2, 0, 0, 1, 1)",2,3,3,2,4,1
1120012,Dn Cn B# Eb Fb Gn A#,Cn Dn Eb Fb Gn A# B#,200347A,012469,6-46,"(1, 1, 2, 0, 0, 1, 2)",2,3,3,3,3,1
1120020,Dn Cn B# Eb Fb G# Ab,Cn Dn Eb Fb G# Ab B#,2003488,01248,5-13,"(1, 1, 2, 0, 0, 2, 0)",2,2,1,3,1,1
1120021,Dn Cn B# Eb Fb G# An,Cn Dn Eb Fb G# An B#,2003489,012478,6-17,"(1, 1, 2, 0, 0, 2, 1)",3,2,2,3,3,2
1120022,Dn Cn B# Eb Fb G# A#,Cn Dn Eb Fb G# A# B#,200348A,012468,6-22,"(1, 1, 2, 0, 0, 2, 2)",2,4,1,4,2,2
1120100,Dn Cn B# Eb Fn Gb Ab,Cn Dn Eb Fn Gb Ab B#,2003568,023568,6-23,"(1, 1, 2, 0, 1, 0, 0)",2,3,4,2,2,2
1120101,Dn Cn B# Eb Fn Gb An,Cn Dn Eb Fn Gb An B#,2003569,013469,6-27,"(1, 1, 2, 0, 1, 0, 1)",2,2,5,2,2,2
1120102,Dn Cn B# Eb Fn Gb A#,Cn Dn Eb Fn Gb A# B#,200356A,013468,6-24,"(1, 1, 2, 0, 1, 0, 2)",2,3,3,3,3,1
1120110,Dn Cn B# Eb Fn Gn Ab,Cn Dn Eb Fn Gn Ab B#,2003578,013568,6-25,"(1, 1, 2, 0, 1, 1, 0)",2,3,3,2,4,1
1120111,Dn Cn B# Eb Fn Gn An,Cn Dn Eb Fn Gn An B#,2003579,023579,6-33,"(1, 1, 2, 0, 1, 1, 1)",1,4,3,2,4,1
1120112,Dn Cn B# Eb Fn Gn A#,Cn Dn Eb Fn Gn A# B#,200357A,024579,6-32,"(1, 1, 2, 0, 1, 1, 2)",1,4,3,2,5,0
1120120,Dn Cn B# Eb Fn G# Ab,Cn Dn Eb Fn G# Ab B#,2003588,02358,5-25,"(1, 1, 2, 0, 1, 2, 0)",1,2,3,1,2,1
1120121,Dn Cn B# Eb Fn G# An,Cn Dn Eb Fn G# An B#,2003589,014679,6-50,"(1, 1, 2, 0, 1, 2, 1)",2,2,4,2,3,2
1120122,Dn Cn B# Eb Fn G# A#,Cn Dn Eb Fn G# A# B#,200358A,023579,6-33,"(1, 1, 2, 0, 1, 2, 2)",1,4,3,2,4,1
1120200,Dn Cn B# Eb F# Gb Ab,Cn Dn Eb F# Gb Ab B#,2003668,02368,5-28,"(1, 1, 2, 0, 2, 0, 0)",1,2,2,2,1,2
1120201,Dn Cn B# Eb F# Gb An,Cn Dn Eb F# Gb An B#,2003669,01369,5-31,"(1, 1, 2, 0, 2, 0, 1)",1,1,4,1,1,2
1120202,Dn Cn B# Eb F# Gb A#,Cn Dn Eb F# Gb A# B#,200366A,02458,5-26,"(1, 1, 2, 0, 2, 0, 2)",1,2,2,3,1,1
1120210,Dn Cn B# Eb F# Gn Ab,Cn Dn Eb F# Gn Ab B#,2003678,012568,6-43,"(1, 1, 2, 0, 2, 1, 0)",3,2,2,3,3,2
1120211,Dn Cn B# Eb F# Gn An,Cn Dn Eb F# Gn An B#,2003679,013689,6-29,"(1, 1, 2, 0, 2, 1, 1)",2,2,4,2,3,2
1120212,Dn Cn B# Eb F# Gn A#,Cn Dn Eb F# Gn A# B#,200367A,013589,6-31,"(1, 1, 2, 0, 2, 1, 2)",2,2,3,4,3,1
1120220,Dn Cn B# Eb F# G# Ab,Cn Dn Eb F# G# Ab B#,2003688,02368,5-28,"(1, 1, 2, 0, 2, 2, 0)",1,2,2,2,1,2
1120221,Dn Cn B# Eb F# G# An,Cn Dn Eb F# G# An B#,2003689,013679,6-30,"(1, 1, 2, 0, 2, 2, 1)",2,2,4,2,2,3
1120222,Dn Cn B# Eb F# G# A#,Cn Dn Eb F# G# A# B#,200368A,013579,6-34,"(1, 1, 2, 0, 2, 2, 2)",1,4,2,4,2,2
1121000,Dn Cn B# En Fb Gb Ab,Cn Dn En Fb Gb Ab B#,2004468,02468,5-33,"(1, 1, 2, 1, 0, 0, 0)",0,4,0,4,0,2
1121001,Dn Cn B# En Fb Gb An,Cn Dn En Fb Gb An B#,2004469,02469,5-34,"(1, 1, 2, 1, 0, 0, 1)",0,3,2,2,2,1
1121002,Dn Cn B# En Fb Gb A#,Cn Dn En Fb Gb A# B#,200446A,02468,5-33,"(1, 1, 2, 1, 0, 0, 2)",0,4,0,4,0,2
1121010,Dn Cn B# En Fb Gn Ab,Cn Dn En Fb Gn Ab B#,2004478,01468,5-30,"(1, 1, 2, 1, 0, 1, 0)",1,2,1,3,2,1
1121011,Dn Cn B# En Fb Gn An,Cn Dn En Fb Gn An B#,2004479,02479,5-35,"(1, 1, 2, 1, 0, 1, 1)",0,3,2,1,4,0
1121012,Dn Cn B# En Fb Gn A#,Cn Dn En Fb Gn A# B#,200447A,02469,5-34,"(1, 1, 2, 1, 0, 1, 2)",0,3,2,2,2,1
1121020,Dn Cn B# En Fb G# Ab,Cn Dn En Fb G# Ab B#,2004488,0248,4-24,"(1, 1, 2, 1, 0, 2, 0)",0,2,0,3,0,1
1121021,Dn Cn B# En Fb G# An,Cn Dn En Fb G# An B#,2004489,01468,5-30,"(1, 1, 2, 1, 0, 2, 1)",1,2,1,3,2,1
1121022,Dn Cn B# En Fb G# A#,Cn Dn En Fb G# A# B#,200448A,02468,5-33,"(1, 1, 2, 1, 0, 2, 2)",0,4,0,4,0,2
1121100,Dn Cn B# En Fn Gb Ab,Cn Dn En Fn Gb Ab B#,2004568,023468,6-21,"(1, 1, 2, 1, 1, 0, 0)",2,4,2,4,1,2
1121101,Dn Cn B# En Fn Gb An,Cn Dn En Fn Gb An B#,2004569,012469,6-46,"(1, 1, 2, 1, 1, 0, 1)",2,3,3,3,3,1
1121102,Dn Cn B# En Fn Gb A#,Cn Dn En Fn Gb A# B#,200456A,012468,6-22,"(1, 1, 2, 1, 1, 0, 2)",2,4,1,4,2,2
1121110,Dn Cn B# En Fn Gn Ab,Cn Dn En Fn Gn Ab B#,2004578,013468,6-24,"(1, 1, 2, 1, 1, 1, 0)",2,3,3,3,3,1
1121111,Dn Cn B# En Fn Gn An,Cn Dn En Fn Gn An B#,2004579,024579,6-32,"(1, 1, 2, 1, 1, 1, 1)",1,4,3,2,5,0
1121112,Dn Cn B# En Fn Gn A#,Cn Dn En Fn Gn A# B#,200457A,023579,6-33,"(1, 1, 2, 1, 1, 1, 2)",1,4,3,2,4,1
1121120,Dn Cn B# En Fn G# Ab,Cn Dn En Fn G# Ab B#,2004588,02458,5-26,"(1, 1, 2, 1, 1, 2, 0)",1,2,2,3,1,1
1121121,Dn Cn B# En Fn G# An,Cn Dn En Fn G# An B#,2004589,013589,6-31,"(1, 1, 2, 1, 1, 2, 1)",2,2,3,4,3,1
1121122,Dn Cn B# En Fn G# A#,Cn Dn En Fn G# A# B#,200458A,013579,6-34,"(1, 1, 2, 1, 1, 2, 2)",1,4,2,4,2,2
1121200,Dn Cn B# En F# Gb Ab,Cn Dn En F# Gb Ab B#,2004668,02468,5-33,"(1, 1, 2, 1, 2, 0, 0)",0,4,0,4,0,2
1121201,Dn Cn B# En F# Gb An,Cn Dn En F# Gb An B#,2004669,02469,5-34,"(1, 1, 2, 1, 2, 0, 1)",0,3,2,2,2,1
1121202,Dn Cn B# En F# Gb A#,Cn Dn En F# Gb A# B#,200466A,02468,5-33,"(1, 1, 2, 1, 2, 0, 2)",0,4,0,4,0,2
1121210,Dn Cn B# En F# Gn Ab,Cn Dn En F# Gn Ab B#,2004678,012468,6-22,"(1, 1, 2, 1, 2, 1, 0)",2,4,1,4,2,2
1121211,Dn Cn B# En F# Gn An,Cn Dn En F# Gn An B#,2004679,023579,6-33,"(1, 1, 2, 1, 2, 1, 1)",1,4,3,2,4,1
1121212,Dn Cn B# En F# Gn A#,Cn Dn En F# Gn A# B#,200467A,013579,6-34,"(1, 1, 2, 1, 2, 1, 2)",1,4,2,4,2,2
1121220,Dn Cn B# En F# G# Ab,Cn Dn En F# G# Ab B#,2004688,02468,5-33,"(1, 1, 2, 1, 2, 2, 0)",0,4,0,4,0,2
1121221,Dn Cn B# En F# G# An,Cn Dn En F# G# An B#,2004689,013579,6-34,"(1, 1, 2, 1, 2, 2, 1)",1,4,2,4,2,2
1121222,Dn Cn B# En F# G# A#,Cn Dn En F# G# A# B#,200468A,02468A,6-35,"(1, 1, 2, 1, 2, 2, 2)",0,6,0,6,0,3
1122000,Dn Cn B# E# Fb Gb Ab,Cn Dn E# Fb Gb Ab B#,2005468,023468,6-21,"(1, 1, 2, 2, 0, 0, 0)",2,4,2,4,1,2
1122001,Dn Cn B# E# Fb Gb An,Cn Dn E# Fb Gb An B#,2005469,012469,6-46,"(1, 1, 2, 2, 0, 0, 1)",2,3,3,3,3,1
1122002,Dn Cn B# E# Fb Gb A#,Cn Dn E# Fb Gb A# B#,200546A,012468,6-22,"(1, 1, 2, 2, 0, 0, 2)",2,4,1,4,2,2
1122010,Dn Cn B# E# Fb Gn Ab,Cn Dn E# Fb Gn Ab B#,2005478,013468,6-24,"(1, 1, 2, 2, 0, 1, 0)",2,3,3,3,3,1
1122011,Dn Cn B# E# Fb Gn An,Cn Dn E# Fb Gn An B#,2005479,024579,6-32,"(1, 1, 2, 2, 0, 1, 1)",1,4,3,2,5,0
1122012,Dn Cn B# E# Fb Gn A#,Cn Dn E# Fb Gn A# B#,200547A,023579,6-33,"(1, 1, 2, 2, 0, 1, 2)",1,4,3,2,4,1
1122020,Dn Cn B# E# Fb G# Ab,Cn Dn E# Fb G# Ab B#,2005488,02458,5-26,"(1, 1, 2, 2, 0, 2, 0)",1,2,2,3,1,1
1122021,Dn Cn B# E# Fb G# An,Cn Dn E# Fb G# An B#,2005489,013589,6-31,"(1, 1, 2, 2, 0, 2, 1)",2,2,3,4,3,1
1122022,Dn Cn B# E# Fb G# A#,Cn Dn E# Fb G# A# B#,200548A,013579,6-34,"(1, 1, 2, 2, 0, 2, 2)",1,4,2,4,2,2
1122100,Dn Cn B# E# Fn Gb Ab,Cn Dn E# Fn Gb Ab B#,2005568,02368,5-28,"(1, 1, 2, 2, 1, 0, 0)",1,2,2,2,1,2
1122101,Dn Cn B# E# Fn Gb An,Cn Dn E# Fn Gb An B#,2005569,01469,5-32,"(1, 1, 2, 2, 1, 0, 1)",1,1,3,2,2,1
1122102,Dn Cn B# E# Fn Gb A#,Cn Dn E# Fn Gb A# B#,200556A,01468,5-30,"(1, 1, 2, 2, 1, 0, 2)",1,2,1,3,2,1
1122110,Dn Cn B# E# Fn Gn Ab,Cn Dn E# Fn Gn Ab B#,2005578,01368,5-29,"(1, 1, 2, 2, 1, 1, 0)",1,2,2,1,3,1
1122111,Dn Cn B# E# Fn Gn An,Cn Dn E# Fn Gn An B#,2005579,02479,5-35,"(1, 1, 2, 2, 1, 1, 1)",0,3,2,1,4,0
1122112,Dn Cn B# E# Fn Gn A#,Cn Dn E# Fn Gn A# B#,200557A,02479,5-35,"(1, 1, 2, 2, 1, 1, 2)",0,3,2,1,4,0
1122120,Dn Cn B# E# Fn G# Ab,Cn Dn E# Fn G# Ab B#,2005588,0258,4-27,"(1, 1, 2, 2, 1, 2, 0)",0,1,2,1,1,1
1122121,Dn Cn B# E# Fn G# An,Cn Dn E# Fn G# An B#,2005589,01469,5-32,"(1, 1, 2, 2, 1, 2, 1)",1,1,3,2,2,1
1122122,Dn Cn B# E# Fn G# A#,Cn Dn E# Fn G# A# B#,200558A,02469,5-34,"(1, 1, 2, 2, 1, 2, 2)",0,3,2,2,2,1
1122200,Dn Cn B# E# F# Gb Ab,Cn Dn E# F# Gb Ab B#,2005668,02368,5-28,"(1, 1, 2, 2, 2, 0, 0)",1,2,2,2,1,2
1122201,Dn Cn B# E# F# Gb An,Cn Dn E# F# Gb An B#,2005669,01469,5-32,"(1, 1, 2, 2, 2, 0, 1)",1,1,3,2,2,1
1122202,Dn Cn B# E# F# Gb A#,Cn Dn E# F# Gb A# B#,200566A,01468,5-30,"(1, 1, 2, 2, 2, 0, 2)",1,2,1,3,2,1
1122210,Dn Cn B# E# F# Gn Ab,Cn Dn E# F# Gn Ab B#,2005678,012368,6-41,"(1, 1, 2, 2, 2, 1, 0)",3,3,2,2,3,2
1122211,Dn Cn B# E# F# Gn An,Cn Dn E# F# Gn An B#,2005679,012479,6-47,"(1, 1, 2, 2, 2, 1, 1)",2,3,3,2,4,1
1122212,Dn Cn B# E# F# Gn A#,Cn Dn E# F# Gn A# B#,200567A,012579,6-48,"(1, 1, 2, 2, 2, 1, 2)",2,3,2,3,4,1
1122220,Dn Cn B# E# F# G# Ab,Cn Dn E# F# G# Ab B#,2005688,02368,5-28,"(1, 1, 2, 2, 2, 2, 0)",1,2,2,2,1,2
1122221,Dn Cn B# E# F# G# An,Cn Dn E# F# G# An B#,2005689,013479,6-49,"(1, 1, 2, 2, 2, 2, 1)",2,2,4,3,2,2
1122222,Dn Cn B# E# F# G# A#,Cn Dn E# F# G# A# B#,200568A,013579,6-34,"(1, 1, 2, 2, 2, 2, 2)",1,4,2,4,2,2
1200000,Dn C# Bb Eb Fb Gb Ab,C# Dn Eb Fb Gb Ab Bb,21A3468,0123579,7-24,"(1, 2, 0, 0, 0, 0, 0)",3,5,3,4,4,2
1200001,Dn C# Bb Eb Fb Gb An,C# Dn Eb Fb Gb An Bb,21A3469,0123589,7-18,"(1, 2, 0, 0, 0, 0, 1)",4,3,4,4,4,2
1200002,Dn C# Bb Eb Fb Gb A#,C# Dn Eb Fb Gb A# Bb,21A346A,023458,6-39,"(1, 2, 0, 0, 0, 0, 2)",3,3,3,3,2,1
1200010,Dn C# Bb Eb Fb Gn Ab,C# Dn Eb Fb Gn Ab Bb,21A3478,0123679,7-19,"(1, 2, 0, 0, 0, 1, 0)",4,3,4,3,4,3
1200011,Dn C# Bb Eb Fb Gn An,C# Dn Eb Fb Gn An Bb,21A3479,0123679,7-19,"(1, 2, 0, 0, 0, 1, 1)",4,3,4,3,4,3
1200012,Dn C# Bb Eb Fb Gn A#,C# Dn Eb Fb Gn A# Bb,21A347A,012369,6-42,"(1, 2, 0, 0, 0, 1, 2)",3,2,4,2,2,2
1200020,Dn C# Bb Eb Fb G# Ab,C# Dn Eb Fb G# Ab Bb,21A3488,012368,6-41,"(1, 2, 0, 0, 0, 2, 0)",3,3,2,2,3,2
1200021,Dn C# Bb Eb Fb G# An,C# Dn Eb Fb G# An Bb,21A3489,0123678,7-7,"(1, 2, 0, 0, 0, 2, 1)",5,3,2,3,5,3
1200022,Dn C# Bb Eb Fb G# A#,C# Dn Eb Fb G# A# Bb,21A348A,012368,6-41,"(1, 2, 0, 0, 0, 2, 2)",3,3,2,2,3,2
1200100,Dn C# Bb Eb Fn Gb Ab,C# Dn Eb Fn Gb Ab Bb,21A3568,0124579,7-27,"(1, 2, 0, 0, 1, 0, 0)",3,4,4,4,5,1
1200101,Dn C# Bb Eb Fn Gb An,C# Dn Eb Fn Gb An Bb,21A3569,0124589,7-21,"(1, 2, 0, 0, 1, 0, 1)",4,2,4,6,4,1
1200102,Dn C# Bb Eb Fn Gb A#,C# Dn Eb Fn Gb A# Bb,21A356A,013458,6-14,"(1, 2, 0, 0, 1, 0, 2)",3,2,3,4,3,0
1200110,Dn C# Bb Eb Fn Gn Ab,C# Dn Eb Fn Gn Ab Bb,21A3578,0124679,7-29,"(1, 2, 0, 0, 1, 1, 0)",3,4,4,3,5,2
1200111,Dn C# Bb Eb Fn Gn An,C# Dn Eb Fn Gn An Bb,21A3579,0124689,7-30,"(1, 2, 0, 0, 1, 1, 1)",3,4,3,5,4,2
1200112,Dn C# Bb Eb Fn Gn A#,C# Dn Eb Fn Gn A# Bb,21A357A,012469,6-46,"(1, 2, 0, 0, 1, 1, 2)",2,3,3,3,3,1
1200120,Dn C# Bb Eb Fn G# Ab,C# Dn Eb Fn G# Ab Bb,21A3588,012479,6-47,"(1, 2, 0, 0, 1, 2, 0)",2,3,3,2,4,1
1200121,Dn C# Bb Eb Fn G# An,C# Dn Eb Fn G# An Bb,21A3589,0124789,7-20,"(1, 2, 0, 0, 1, 2, 1)",4,3,3,4,5,2
1200122,Dn C# Bb Eb Fn G# A#,C# Dn Eb Fn G# A# Bb,21A358A,012479,6-47,"(1, 2, 0, 0, 1, 2, 2)",2,3,3,2,4,1
1200200,Dn C# Bb Eb F# Gb Ab,C# Dn Eb F# Gb Ab Bb,21A3668,012579,6-48,"(1, 2, 0, 0, 2, 0, 0)",2,3,2,3,4,1
1200201,Dn C# Bb Eb F# Gb An,C# Dn Eb F# Gb An Bb,21A3669,012569,6-44,"(1, 2, 0, 0, 2, 0, 1)",3,1,3,4,3,1
1200202,Dn C# Bb Eb F# Gb A#,C# Dn Eb F# Gb A# Bb,21A366A,03458,5-37,"(1, 2, 0, 0, 2, 0, 2)",2,1,2,2,2,0
1200210,Dn C# Bb Eb F# Gn Ab,C# Dn Eb F# Gn Ab Bb,21A3678,0124789,7-20,"(1, 2, 0, 0, 2, 1, 0)",4,3,3,4,5,2
1200211,Dn C# Bb Eb F# Gn An,C# Dn Eb F# Gn An Bb,21A3679,0125689,7-22,"(1, 2, 0, 0, 2, 1, 1)",4,2,4,5,4,2
1200212,Dn C# Bb Eb F# Gn A#,C# Dn Eb F# Gn A# Bb,21A367A,012569,6-44,"(1, 2, 0, 0, 2, 1, 2)",3,1,3,4,3,1
1200220,Dn C# Bb Eb F# G# Ab,C# Dn Eb F# G# Ab Bb,21A3688,012579,6-48,"(1, 2, 0, 0, 2, 2, 0)",2,3,2,3,4,1
1200221,Dn C# Bb Eb F# G# An,C# Dn Eb F# G# An Bb,21A3689,0124789,7-20,"(1, 2, 0, 0, 2, 2, 1)",4,3,3,4,5,2
1200222,Dn C# Bb Eb F# G# A#,C# Dn Eb F# G# A# Bb,21A368A,012579,6-48,"(1, 2, 0, 0, 2, 2, 2)",2,3,2,3,4,1
1201000,Dn C# Bb En Fb Gb Ab,C# Dn En Fb Gb Ab Bb,21A4468,013579,6-34,"(1, 2, 0, 1, 0, 0, 0)",1,4,2,4,2,2
1201001,Dn C# Bb En Fb Gb An,C# Dn En Fb Gb An Bb,21A4469,013589,6-31,"(1, 2, 0, 1, 0, 0, 1)",2,2,3,4,3,1
1201002,Dn C# Bb En Fb Gb A#,C# Dn En Fb Gb A# Bb,21A446A,02458,5-26,"(1, 2, 0, 1, 0, 0, 2)",1,2,2,3,1,1
1201010,Dn C# Bb En Fb Gn Ab,C# Dn En Fb Gn Ab Bb,21A4478,013679,6-30,"(1, 2, 0, 1, 0, 1, 0)",2,2,4,2,2,3
1201011,Dn C# Bb En Fb Gn An,C# Dn En Fb Gn An Bb,21A4479,013689,6-29,"(1, 2, 0, 1, 0, 1, 1)",2,2,4,2,3,2
1201012,Dn C# Bb En Fb Gn A#,C# Dn En Fb Gn A# Bb,21A447A,01369,5-31,"(1, 2, 0, 1, 0, 1, 2)",1,1,4,1,1,2
1201020,Dn C# Bb En Fb G# Ab,C# Dn En Fb G# Ab Bb,21A4488,02368,5-28,"(1, 2, 0, 1, 0, 2, 0)",1,2,2,2,1,2
1201021,Dn C# Bb En Fb G# An,C# Dn En Fb G# An Bb,21A4489,012568,6-43,"(1, 2, 0, 1, 0, 2, 1)",3,2,2,3,3,2
1201022,Dn C# Bb En Fb G# A#,C# Dn En Fb G# A# Bb,21A448A,02368,5-28,"(1, 2, 0, 1, 0, 2, 2)",1,2,2,2,1,2
1201100,Dn C# Bb En Fn Gb Ab,C# Dn En Fn Gb Ab Bb,21A4568,0134579,7-26,"(1, 2, 0, 1, 1, 0, 0)",3,4,4,5,3,2
1201101,Dn C# Bb En Fn Gb An,C# Dn En Fn Gb An Bb,21A4569,0124589,7-21,"(1, 2, 0, 1, 1, 0, 1)",4,2,4,6,4,1
1201102,Dn C# Bb En Fn Gb A#,C# Dn En Fn Gb A# Bb,21A456A,012458,6-15,"(1, 2, 0, 1, 1, 0, 2)",3,2,3,4,2,1
1201110,Dn C# Bb En Fn Gn Ab,C# Dn En Fn Gn Ab Bb,21A4578,0134679,7-31,"(1, 2, 0, 1, 1, 1, 0)",3,3,6,3,3,3
1201111,Dn C# Bb En Fn Gn An,C# Dn En Fn Gn An Bb,21A4579,0134689,7-32,"(1, 2, 0, 1, 1, 1, 1)",3,3,5,4,4,2
1201112,Dn C# Bb En Fn Gn A#,C# Dn En Fn Gn A# Bb,21A457A,013469,6-27,"(1, 2, 0, 1, 1, 1, 2)",2,2,5,2,2,2
1201120,Dn C# Bb En Fn G# Ab,C# Dn En Fn G# Ab Bb,21A4588,013479,6-49,"(1, 2, 0, 1, 1, 2, 0)",2,2,4,3,2,2
1201121,Dn C# Bb En Fn G# An,C# Dn En Fn G# An Bb,21A4589,0125689,7-22,"(1, 2, 0, 1, 1, 2, 1)",4,2,4,5,4,2
1201122,Dn C# Bb En Fn G# A#,C# Dn En Fn G# A# Bb,21A458A,013479,6-49,"(1, 2, 0, 1, 1, 2, 2)",2,2,4,3,2,2
1201200,Dn C# Bb En F# Gb Ab,C# Dn En F# Gb Ab Bb,21A4668,013579,6-34,"(1, 2, 0, 1, 2, 0, 0)",1,4,2,4,2,2
1201201,Dn C# Bb En F# Gb An,C# Dn En F# Gb An Bb,21A4669,013589,6-31,"(1, 2, 0, 1, 2, 0, 1)",2,2,3,4,3,1
1201202,Dn C# Bb En F# Gb A#,C# Dn En F# Gb A# Bb,21A466A,02458,5-26,"(1, 2, 0, 1, 2, 0, 2)",1,2,2,3,1,1
1201210,Dn C# Bb En F# Gn Ab,C# Dn En F# Gn Ab Bb,21A4678,0135679,7-28,"(1, 2, 0, 1, 2, 1, 0)",3,4,4,4,3,3
1201211,Dn C# Bb En F# Gn An,C# Dn En F# Gn An Bb,21A4679,0134689,7-32,"(1, 2, 0, 1, 2, 1, 1)",3,3,5,4,4,2
1201212,Dn C# Bb En F# Gn A#,C# Dn En F# Gn A# Bb,21A467A,013569,6-28,"(1, 2, 0, 1, 2, 1, 2)",2,2,4,3,2,2
1201220,Dn C# Bb En F# G# Ab,C# Dn En F# G# Ab Bb,21A4688,013579,6-34,"(1, 2, 0, 1, 2, 2, 0)",1,4,2,4,2,2
1201221,Dn C# Bb En F# G# An,C# Dn En F# G# An Bb,21A4689,0124689,7-30,"(1, 2, 0, 1, 2, 2, 1)",3,4,3,5,4,2
1201222,Dn C# Bb En F# G# A#,C# Dn En F# G# A# Bb,21A468A,013579,6-34,"(1, 2, 0, 1, 2, 2, 2)",1,4,2,4,2,2
1202000,Dn C# Bb E# Fb Gb Ab,C# Dn E# Fb Gb Ab Bb,21A5468,0134579,7-26,"(1, 2, 0, 2, 0, 0, 0)",3,4,4,5,3,2
1202001,Dn C# Bb E# Fb Gb An,C# Dn E# Fb Gb An Bb,21A5469,0124589,7-21,"(1, 2, 0, 2, 0, 0, 1)",4,2,4,6,4,1
